"","dteday","season","yr","mnth","holiday","weekday","workingday","weathersit","temp","atemp","hum","windspeed","rental_type","rental_num","rentalship","day_in_month","year"
"1145","2012-02-18",1,1,2,0,6,0,1,0.346667,0.355425,0.534583,0.190929,"registered",2883,"Low",18,2012
"1146","2012-02-19",1,1,2,0,0,0,2,0.28,0.265788,0.515833,0.253112,"registered",2071,"Low",19,2012
"1147","2012-02-20",1,1,2,1,1,0,1,0.28,0.273391,0.507826,0.229083,"registered",2627,"Low",20,2012
"1148","2012-02-21",1,1,2,0,2,1,1,0.287826,0.295113,0.594348,0.205717,"registered",3614,"Low",21,2012
"1149","2012-02-22",1,1,2,0,3,1,1,0.395833,0.392667,0.567917,0.234471,"registered",4379,"Mid",22,2012
"1150","2012-02-23",1,1,2,0,4,1,1,0.454167,0.444446,0.554583,0.190913,"registered",4546,"Mid",23,2012
"1151","2012-02-24",1,1,2,0,5,1,2,0.4075,0.410971,0.7375,0.237567,"registered",3241,"Low",24,2012
"1152","2012-02-25",1,1,2,0,6,0,1,0.290833,0.255675,0.395833,0.421642,"registered",2415,"Low",25,2012
"1153","2012-02-26",1,1,2,0,0,0,1,0.279167,0.268308,0.41,0.205229,"registered",2874,"Low",26,2012
"1154","2012-02-27",1,1,2,0,1,1,1,0.366667,0.357954,0.490833,0.268033,"registered",4069,"Mid",27,2012
"1155","2012-02-28",1,1,2,0,2,1,1,0.359167,0.353525,0.395833,0.193417,"registered",4134,"Mid",28,2012
"1156","2012-02-29",1,1,2,0,3,1,2,0.344348,0.34847,0.804783,0.179117,"registered",1769,"Low",29,2012
"1157","2012-03-01",1,1,3,0,4,1,1,0.485833,0.475371,0.615417,0.226987,"registered",4665,"Mid",1,2012
"1158","2012-03-02",1,1,3,0,5,1,2,0.353333,0.359842,0.657083,0.144904,"registered",2948,"Low",2,2012
"1159","2012-03-03",1,1,3,0,6,0,2,0.414167,0.413492,0.62125,0.161079,"registered",3110,"Low",3,2012
"1160","2012-03-04",1,1,3,0,0,0,1,0.325833,0.303021,0.403333,0.334571,"registered",2713,"Low",4,2012
"1161","2012-03-05",1,1,3,0,1,1,1,0.243333,0.241171,0.50625,0.228858,"registered",3130,"Low",5,2012
"1162","2012-03-06",1,1,3,0,2,1,1,0.258333,0.255042,0.456667,0.200875,"registered",3735,"Mid",6,2012
"1163","2012-03-07",1,1,3,0,3,1,1,0.404167,0.3851,0.513333,0.345779,"registered",4484,"Mid",7,2012
"1164","2012-03-08",1,1,3,0,4,1,1,0.5275,0.524604,0.5675,0.441563,"registered",4896,"Mid",8,2012
"1165","2012-03-09",1,1,3,0,5,1,2,0.410833,0.397083,0.407083,0.4148,"registered",4122,"Mid",9,2012
"1166","2012-03-10",1,1,3,0,6,0,1,0.2875,0.277767,0.350417,0.22575,"registered",3150,"Low",10,2012
"1167","2012-03-11",1,1,3,0,0,0,1,0.361739,0.35967,0.476957,0.222587,"registered",3253,"Low",11,2012
"1168","2012-03-12",1,1,3,0,1,1,1,0.466667,0.459592,0.489167,0.207713,"registered",4460,"Mid",12,2012
"1169","2012-03-13",1,1,3,0,2,1,1,0.565,0.542929,0.6175,0.23695,"registered",5085,"Mid",13,2012
"1170","2012-03-14",1,1,3,0,3,1,1,0.5725,0.548617,0.507083,0.115062,"registered",5315,"High",14,2012
"1171","2012-03-15",1,1,3,0,4,1,1,0.5575,0.532825,0.579583,0.149883,"registered",5187,"Mid",15,2012
"1172","2012-03-16",1,1,3,0,5,1,2,0.435833,0.436229,0.842083,0.113192,"registered",3830,"Mid",16,2012
"1173","2012-03-17",1,1,3,0,6,0,2,0.514167,0.505046,0.755833,0.110704,"registered",4681,"Mid",17,2012
"1174","2012-03-18",1,1,3,0,0,0,2,0.4725,0.464,0.81,0.126883,"registered",3685,"Low",18,2012
"1175","2012-03-19",1,1,3,0,1,1,1,0.545,0.532821,0.72875,0.162317,"registered",5171,"Mid",19,2012
"1176","2012-03-20",1,1,3,0,2,1,1,0.560833,0.538533,0.807917,0.121271,"registered",5042,"Mid",20,2012
"1177","2012-03-21",2,1,3,0,3,1,2,0.531667,0.513258,0.82125,0.0895583,"registered",5108,"Mid",21,2012
"1178","2012-03-22",2,1,3,0,4,1,1,0.554167,0.531567,0.83125,0.117562,"registered",5537,"High",22,2012
"1179","2012-03-23",2,1,3,0,5,1,2,0.601667,0.570067,0.694167,0.1163,"registered",5893,"High",23,2012
"1180","2012-03-24",2,1,3,0,6,0,2,0.5025,0.486733,0.885417,0.192783,"registered",2339,"Low",24,2012
"1181","2012-03-25",2,1,3,0,0,0,2,0.4375,0.437488,0.880833,0.220775,"registered",3464,"Low",25,2012
"1182","2012-03-26",2,1,3,0,1,1,1,0.445833,0.43875,0.477917,0.386821,"registered",4763,"Mid",26,2012
"1183","2012-03-27",2,1,3,0,2,1,1,0.323333,0.315654,0.29,0.187192,"registered",4571,"Mid",27,2012
"1184","2012-03-28",2,1,3,0,3,1,1,0.484167,0.47095,0.48125,0.291671,"registered",5024,"Mid",28,2012
"1185","2012-03-29",2,1,3,0,4,1,1,0.494167,0.482304,0.439167,0.31965,"registered",5299,"High",29,2012
"1186","2012-03-30",2,1,3,0,5,1,2,0.37,0.375621,0.580833,0.138067,"registered",4663,"Mid",30,2012
"1187","2012-03-31",2,1,3,0,6,0,2,0.424167,0.421708,0.738333,0.250617,"registered",3934,"Mid",31,2012
"1188","2012-04-01",2,1,4,0,0,0,2,0.425833,0.417287,0.67625,0.172267,"registered",3694,"Low",1,2012
"1189","2012-04-02",2,1,4,0,1,1,1,0.433913,0.427513,0.504348,0.312139,"registered",4728,"Mid",2,2012
"1190","2012-04-03",2,1,4,0,2,1,1,0.466667,0.461483,0.396667,0.100133,"registered",5424,"High",3,2012
"1191","2012-04-04",2,1,4,0,3,1,1,0.541667,0.53345,0.469583,0.180975,"registered",5378,"High",4,2012
"1192","2012-04-05",2,1,4,0,4,1,1,0.435,0.431163,0.374167,0.219529,"registered",5265,"Mid",5,2012
"1193","2012-04-06",2,1,4,0,5,1,1,0.403333,0.390767,0.377083,0.300388,"registered",4653,"Mid",6,2012
"1194","2012-04-07",2,1,4,0,6,0,1,0.4375,0.426129,0.254167,0.274871,"registered",3605,"Low",7,2012
"1195","2012-04-08",2,1,4,0,0,0,1,0.5,0.492425,0.275833,0.232596,"registered",2939,"Low",8,2012
"1196","2012-04-09",2,1,4,0,1,1,1,0.489167,0.476638,0.3175,0.358196,"registered",4680,"Mid",9,2012
"1197","2012-04-10",2,1,4,0,2,1,1,0.446667,0.436233,0.435,0.249375,"registered",5099,"Mid",10,2012
"1198","2012-04-11",2,1,4,0,3,1,1,0.348696,0.337274,0.469565,0.295274,"registered",4380,"Mid",11,2012
"1199","2012-04-12",2,1,4,0,4,1,1,0.3975,0.387604,0.46625,0.290429,"registered",4746,"Mid",12,2012
"1200","2012-04-13",2,1,4,0,5,1,1,0.4425,0.431808,0.408333,0.155471,"registered",5146,"Mid",13,2012
"1201","2012-04-14",2,1,4,0,6,0,1,0.495,0.487996,0.502917,0.190917,"registered",4665,"Mid",14,2012
"1202","2012-04-15",2,1,4,0,0,0,1,0.606667,0.573875,0.507917,0.225129,"registered",4286,"Mid",15,2012
"1203","2012-04-16",2,1,4,1,1,0,1,0.664167,0.614925,0.561667,0.284829,"registered",5172,"Mid",16,2012
"1204","2012-04-17",2,1,4,0,2,1,1,0.608333,0.598487,0.390417,0.273629,"registered",5702,"High",17,2012
"1205","2012-04-18",2,1,4,0,3,1,2,0.463333,0.457038,0.569167,0.167912,"registered",4020,"Mid",18,2012
"1206","2012-04-19",2,1,4,0,4,1,1,0.498333,0.493046,0.6125,0.0659292,"registered",5719,"High",19,2012
"1207","2012-04-20",2,1,4,0,5,1,1,0.526667,0.515775,0.694583,0.149871,"registered",5950,"High",20,2012
"1208","2012-04-21",2,1,4,0,6,0,1,0.57,0.542921,0.682917,0.283587,"registered",4083,"Mid",21,2012
"1209","2012-04-22",2,1,4,0,0,0,3,0.396667,0.389504,0.835417,0.344546,"registered",907,"Low",22,2012
"1210","2012-04-23",2,1,4,0,1,1,2,0.321667,0.301125,0.766667,0.303496,"registered",3019,"Low",23,2012
"1211","2012-04-24",2,1,4,0,2,1,1,0.413333,0.405283,0.454167,0.249383,"registered",5115,"Mid",24,2012
"1212","2012-04-25",2,1,4,0,3,1,1,0.476667,0.470317,0.427917,0.118792,"registered",5541,"High",25,2012
"1213","2012-04-26",2,1,4,0,4,1,2,0.498333,0.483583,0.756667,0.176625,"registered",4551,"Mid",26,2012
"1214","2012-04-27",2,1,4,0,5,1,1,0.4575,0.452637,0.400833,0.347633,"registered",5219,"Mid",27,2012
"1215","2012-04-28",2,1,4,0,6,0,2,0.376667,0.377504,0.489583,0.129975,"registered",3100,"Low",28,2012
"1216","2012-04-29",2,1,4,0,0,0,1,0.458333,0.450121,0.587083,0.116908,"registered",4075,"Mid",29,2012
"1217","2012-04-30",2,1,4,0,1,1,2,0.464167,0.457696,0.57,0.171638,"registered",4907,"Mid",30,2012
"1218","2012-05-01",2,1,5,0,2,1,2,0.613333,0.577021,0.659583,0.156096,"registered",5087,"Mid",1,2012
"1219","2012-05-02",2,1,5,0,3,1,1,0.564167,0.537896,0.797083,0.138058,"registered",5502,"High",2,2012
"1220","2012-05-03",2,1,5,0,4,1,2,0.56,0.537242,0.768333,0.133696,"registered",5657,"High",3,2012
"1221","2012-05-04",2,1,5,0,5,1,1,0.6275,0.590917,0.735417,0.162938,"registered",5227,"Mid",4,2012
"1222","2012-05-05",2,1,5,0,6,0,2,0.621667,0.584608,0.756667,0.152992,"registered",4387,"Mid",5,2012
"1223","2012-05-06",2,1,5,0,0,0,2,0.5625,0.546737,0.74,0.149879,"registered",4224,"Mid",6,2012
"1224","2012-05-07",2,1,5,0,1,1,2,0.5375,0.527142,0.664167,0.230721,"registered",5265,"Mid",7,2012
"1225","2012-05-08",2,1,5,0,2,1,2,0.581667,0.557471,0.685833,0.296029,"registered",4990,"Mid",8,2012
"1226","2012-05-09",2,1,5,0,3,1,2,0.575,0.553025,0.744167,0.216412,"registered",4097,"Mid",9,2012
"1227","2012-05-10",2,1,5,0,4,1,1,0.505833,0.491783,0.552083,0.314063,"registered",5546,"High",10,2012
"1228","2012-05-11",2,1,5,0,5,1,1,0.533333,0.520833,0.360417,0.236937,"registered",5711,"High",11,2012
"1229","2012-05-12",2,1,5,0,6,0,1,0.564167,0.544817,0.480417,0.123133,"registered",4807,"Mid",12,2012
"1230","2012-05-13",2,1,5,0,0,0,1,0.6125,0.585238,0.57625,0.225117,"registered",3946,"Mid",13,2012
"1231","2012-05-14",2,1,5,0,1,1,2,0.573333,0.5499,0.789583,0.212692,"registered",2501,"Low",14,2012
"1232","2012-05-15",2,1,5,0,2,1,2,0.611667,0.576404,0.794583,0.147392,"registered",4490,"Mid",15,2012
"1233","2012-05-16",2,1,5,0,3,1,1,0.636667,0.595975,0.697917,0.122512,"registered",6433,"High",16,2012
"1234","2012-05-17",2,1,5,0,4,1,1,0.593333,0.572613,0.52,0.229475,"registered",6142,"High",17,2012
"1235","2012-05-18",2,1,5,0,5,1,1,0.564167,0.551121,0.523333,0.136817,"registered",6118,"High",18,2012
"1236","2012-05-19",2,1,5,0,6,0,1,0.6,0.566908,0.45625,0.083975,"registered",4884,"Mid",19,2012
"1237","2012-05-20",2,1,5,0,0,0,1,0.620833,0.583967,0.530417,0.254367,"registered",4425,"Mid",20,2012
"1238","2012-05-21",2,1,5,0,1,1,2,0.598333,0.565667,0.81125,0.233204,"registered",3729,"Mid",21,2012
"1239","2012-05-22",2,1,5,0,2,1,2,0.615,0.580825,0.765833,0.118167,"registered",5254,"Mid",22,2012
"1240","2012-05-23",2,1,5,0,3,1,2,0.621667,0.584612,0.774583,0.102,"registered",4494,"Mid",23,2012
"1241","2012-05-24",2,1,5,0,4,1,1,0.655,0.6067,0.716667,0.172896,"registered",5711,"High",24,2012
"1242","2012-05-25",2,1,5,0,5,1,1,0.68,0.627529,0.747083,0.14055,"registered",5317,"High",25,2012
"1243","2012-05-26",2,1,5,0,6,0,1,0.6925,0.642696,0.7325,0.198992,"registered",3681,"Low",26,2012
"1244","2012-05-27",2,1,5,0,0,0,1,0.69,0.641425,0.697083,0.215171,"registered",3308,"Low",27,2012
"1245","2012-05-28",2,1,5,1,1,0,1,0.7125,0.6793,0.67625,0.196521,"registered",3486,"Low",28,2012
"1246","2012-05-29",2,1,5,0,2,1,1,0.7225,0.672992,0.684583,0.2954,"registered",4863,"Mid",29,2012
"1247","2012-05-30",2,1,5,0,3,1,2,0.656667,0.611129,0.67,0.134329,"registered",6110,"High",30,2012
"1248","2012-05-31",2,1,5,0,4,1,1,0.68,0.631329,0.492917,0.195279,"registered",6238,"High",31,2012
"1249","2012-06-01",2,1,6,0,5,1,2,0.654167,0.607962,0.755417,0.237563,"registered",3594,"Low",1,2012
"1250","2012-06-02",2,1,6,0,6,0,1,0.583333,0.566288,0.549167,0.186562,"registered",5325,"High",2,2012
"1251","2012-06-03",2,1,6,0,0,0,1,0.6025,0.575133,0.493333,0.184087,"registered",5147,"Mid",3,2012
"1252","2012-06-04",2,1,6,0,1,1,1,0.5975,0.578283,0.487083,0.284833,"registered",5927,"High",4,2012
"1253","2012-06-05",2,1,6,0,2,1,2,0.540833,0.525892,0.613333,0.209575,"registered",6033,"High",5,2012
"1254","2012-06-06",2,1,6,0,3,1,1,0.554167,0.542292,0.61125,0.077125,"registered",6028,"High",6,2012
"1255","2012-06-07",2,1,6,0,4,1,1,0.6025,0.569442,0.567083,0.15735,"registered",6456,"High",7,2012
"1256","2012-06-08",2,1,6,0,5,1,1,0.649167,0.597862,0.467917,0.175383,"registered",6248,"High",8,2012
"1257","2012-06-09",2,1,6,0,6,0,1,0.710833,0.648367,0.437083,0.144287,"registered",4790,"Mid",9,2012
"1258","2012-06-10",2,1,6,0,0,0,1,0.726667,0.663517,0.538333,0.133721,"registered",4374,"Mid",10,2012
"1259","2012-06-11",2,1,6,0,1,1,2,0.720833,0.659721,0.587917,0.207713,"registered",5647,"High",11,2012
"1260","2012-06-12",2,1,6,0,2,1,2,0.653333,0.597875,0.833333,0.214546,"registered",4495,"Mid",12,2012
"1261","2012-06-13",2,1,6,0,3,1,1,0.655833,0.611117,0.582083,0.343279,"registered",6248,"High",13,2012
"1262","2012-06-14",2,1,6,0,4,1,1,0.648333,0.624383,0.569583,0.253733,"registered",6183,"High",14,2012
"1263","2012-06-15",2,1,6,0,5,1,1,0.639167,0.599754,0.589583,0.176617,"registered",6102,"High",15,2012
"1264","2012-06-16",2,1,6,0,6,0,1,0.631667,0.594708,0.504167,0.166667,"registered",4739,"Mid",16,2012
"1265","2012-06-17",2,1,6,0,0,0,1,0.5925,0.571975,0.59875,0.144904,"registered",4344,"Mid",17,2012
"1266","2012-06-18",2,1,6,0,1,1,2,0.568333,0.544842,0.777917,0.174746,"registered",4446,"Mid",18,2012
"1267","2012-06-19",2,1,6,0,2,1,1,0.688333,0.654692,0.69,0.148017,"registered",5857,"High",19,2012
"1268","2012-06-20",2,1,6,0,3,1,1,0.7825,0.720975,0.592083,0.113812,"registered",5339,"High",20,2012
"1269","2012-06-21",3,1,6,0,4,1,1,0.805833,0.752542,0.567917,0.118787,"registered",5127,"Mid",21,2012
"1270","2012-06-22",3,1,6,0,5,1,1,0.7775,0.724121,0.57375,0.182842,"registered",4859,"Mid",22,2012
"1271","2012-06-23",3,1,6,0,6,0,1,0.731667,0.652792,0.534583,0.179721,"registered",4801,"Mid",23,2012
"1272","2012-06-24",3,1,6,0,0,0,1,0.743333,0.674254,0.479167,0.145525,"registered",4340,"Mid",24,2012
"1273","2012-06-25",3,1,6,0,1,1,1,0.715833,0.654042,0.504167,0.300383,"registered",5640,"High",25,2012
"1274","2012-06-26",3,1,6,0,2,1,1,0.630833,0.594704,0.373333,0.347642,"registered",6365,"High",26,2012
"1275","2012-06-27",3,1,6,0,3,1,1,0.6975,0.640792,0.36,0.271775,"registered",6258,"High",27,2012
"1276","2012-06-28",3,1,6,0,4,1,1,0.749167,0.675512,0.4225,0.17165,"registered",5958,"High",28,2012
"1277","2012-06-29",3,1,6,0,5,1,1,0.834167,0.786613,0.48875,0.165417,"registered",4634,"Mid",29,2012
"1278","2012-06-30",3,1,6,0,6,0,1,0.765,0.687508,0.60125,0.161071,"registered",4232,"Mid",30,2012
"1279","2012-07-01",3,1,7,0,0,0,1,0.815833,0.750629,0.51875,0.168529,"registered",4110,"Mid",1,2012
"1280","2012-07-02",3,1,7,0,1,1,1,0.781667,0.702038,0.447083,0.195267,"registered",5323,"High",2,2012
"1281","2012-07-03",3,1,7,0,2,1,1,0.780833,0.70265,0.492083,0.126237,"registered",5608,"High",3,2012
"1282","2012-07-04",3,1,7,1,3,0,1,0.789167,0.732337,0.53875,0.13495,"registered",4841,"Mid",4,2012
"1283","2012-07-05",3,1,7,0,4,1,1,0.8275,0.761367,0.457917,0.194029,"registered",4836,"Mid",5,2012
"1284","2012-07-06",3,1,7,0,5,1,1,0.828333,0.752533,0.450833,0.146142,"registered",4841,"Mid",6,2012
"1285","2012-07-07",3,1,7,0,6,0,1,0.861667,0.804913,0.492083,0.163554,"registered",3392,"Low",7,2012
"1286","2012-07-08",3,1,7,0,0,0,1,0.8225,0.790396,0.57375,0.125629,"registered",3469,"Low",8,2012
"1287","2012-07-09",3,1,7,0,1,1,2,0.710833,0.654054,0.683333,0.180975,"registered",5571,"High",9,2012
"1288","2012-07-10",3,1,7,0,2,1,2,0.720833,0.664796,0.6675,0.151737,"registered",5336,"High",10,2012
"1289","2012-07-11",3,1,7,0,3,1,1,0.716667,0.650271,0.633333,0.151733,"registered",6289,"High",11,2012
"1290","2012-07-12",3,1,7,0,4,1,1,0.715833,0.654683,0.529583,0.146775,"registered",6414,"High",12,2012
"1291","2012-07-13",3,1,7,0,5,1,2,0.731667,0.667933,0.485833,0.08085,"registered",5988,"High",13,2012
"1292","2012-07-14",3,1,7,0,6,0,2,0.703333,0.666042,0.699167,0.143679,"registered",4614,"Mid",14,2012
"1293","2012-07-15",3,1,7,0,0,0,1,0.745833,0.705196,0.717917,0.166667,"registered",4111,"Mid",15,2012
"1294","2012-07-16",3,1,7,0,1,1,1,0.763333,0.724125,0.645,0.164187,"registered",5742,"High",16,2012
"1295","2012-07-17",3,1,7,0,2,1,1,0.818333,0.755683,0.505833,0.114429,"registered",5865,"High",17,2012
"1296","2012-07-18",3,1,7,0,3,1,1,0.793333,0.745583,0.577083,0.137442,"registered",4914,"Mid",18,2012
"1297","2012-07-19",3,1,7,0,4,1,1,0.77,0.714642,0.600417,0.165429,"registered",5703,"High",19,2012
"1298","2012-07-20",3,1,7,0,5,1,2,0.665833,0.613025,0.844167,0.208967,"registered",5123,"Mid",20,2012
"1299","2012-07-21",3,1,7,0,6,0,3,0.595833,0.549912,0.865417,0.2133,"registered",3195,"Low",21,2012
"1300","2012-07-22",3,1,7,0,0,0,2,0.6675,0.623125,0.7625,0.0939208,"registered",4866,"Mid",22,2012
"1301","2012-07-23",3,1,7,0,1,1,1,0.741667,0.690017,0.694167,0.138683,"registered",5831,"High",23,2012
"1302","2012-07-24",3,1,7,0,2,1,1,0.750833,0.70645,0.655,0.211454,"registered",6452,"High",24,2012
"1303","2012-07-25",3,1,7,0,3,1,1,0.724167,0.654054,0.45,0.1648,"registered",6790,"High",25,2012
"1304","2012-07-26",3,1,7,0,4,1,1,0.776667,0.739263,0.596667,0.284813,"registered",5825,"High",26,2012
"1305","2012-07-27",3,1,7,0,5,1,1,0.781667,0.734217,0.594583,0.152992,"registered",5645,"High",27,2012
"1306","2012-07-28",3,1,7,0,6,0,1,0.755833,0.697604,0.613333,0.15735,"registered",4451,"Mid",28,2012
"1307","2012-07-29",3,1,7,0,0,0,1,0.721667,0.667933,0.62375,0.170396,"registered",4444,"Mid",29,2012
"1308","2012-07-30",3,1,7,0,1,1,1,0.730833,0.684987,0.66875,0.153617,"registered",6065,"High",30,2012
"1309","2012-07-31",3,1,7,0,2,1,1,0.713333,0.662896,0.704167,0.165425,"registered",6248,"High",31,2012
"1310","2012-08-01",3,1,8,0,3,1,1,0.7175,0.667308,0.6775,0.141179,"registered",6506,"High",1,2012
"1311","2012-08-02",3,1,8,0,4,1,1,0.7525,0.707088,0.659583,0.129354,"registered",6278,"High",2,2012
"1312","2012-08-03",3,1,8,0,5,1,2,0.765833,0.722867,0.6425,0.215792,"registered",5847,"High",3,2012
"1313","2012-08-04",3,1,8,0,6,0,1,0.793333,0.751267,0.613333,0.257458,"registered",4479,"Mid",4,2012
"1314","2012-08-05",3,1,8,0,0,0,1,0.769167,0.731079,0.6525,0.290421,"registered",3757,"Mid",5,2012
"1315","2012-08-06",3,1,8,0,1,1,2,0.7525,0.710246,0.654167,0.129354,"registered",5780,"High",6,2012
"1316","2012-08-07",3,1,8,0,2,1,2,0.735833,0.697621,0.70375,0.116908,"registered",5995,"High",7,2012
"1317","2012-08-08",3,1,8,0,3,1,2,0.75,0.707717,0.672917,0.1107,"registered",6271,"High",8,2012
"1318","2012-08-09",3,1,8,0,4,1,1,0.755833,0.699508,0.620417,0.1561,"registered",6090,"High",9,2012
"1319","2012-08-10",3,1,8,0,5,1,2,0.715833,0.667942,0.715833,0.238813,"registered",4721,"Mid",10,2012
"1320","2012-08-11",3,1,8,0,6,0,2,0.6925,0.638267,0.732917,0.206479,"registered",4052,"Mid",11,2012
"1321","2012-08-12",3,1,8,0,0,0,1,0.700833,0.644579,0.530417,0.122512,"registered",4362,"Mid",12,2012
"1322","2012-08-13",3,1,8,0,1,1,1,0.720833,0.662254,0.545417,0.136212,"registered",5676,"High",13,2012
"1323","2012-08-14",3,1,8,0,2,1,1,0.726667,0.676779,0.686667,0.169158,"registered",5656,"High",14,2012
"1324","2012-08-15",3,1,8,0,3,1,1,0.706667,0.654037,0.619583,0.169771,"registered",6149,"High",15,2012
"1325","2012-08-16",3,1,8,0,4,1,1,0.719167,0.654688,0.519167,0.141796,"registered",6267,"High",16,2012
"1326","2012-08-17",3,1,8,0,5,1,1,0.723333,0.2424,0.570833,0.231354,"registered",5665,"High",17,2012
"1327","2012-08-18",3,1,8,0,6,0,1,0.678333,0.618071,0.603333,0.177867,"registered",5038,"Mid",18,2012
"1328","2012-08-19",3,1,8,0,0,0,2,0.635833,0.603554,0.711667,0.08645,"registered",3341,"Low",19,2012
"1329","2012-08-20",3,1,8,0,1,1,2,0.635833,0.595967,0.734167,0.129979,"registered",5504,"High",20,2012
"1330","2012-08-21",3,1,8,0,2,1,1,0.649167,0.601025,0.67375,0.0727708,"registered",5925,"High",21,2012
"1331","2012-08-22",3,1,8,0,3,1,1,0.6675,0.621854,0.677083,0.0702833,"registered",6281,"High",22,2012
"1332","2012-08-23",3,1,8,0,4,1,1,0.695833,0.637008,0.635833,0.0845958,"registered",6402,"High",23,2012
"1333","2012-08-24",3,1,8,0,5,1,2,0.7025,0.6471,0.615,0.0721458,"registered",6257,"High",24,2012
"1334","2012-08-25",3,1,8,0,6,0,2,0.661667,0.618696,0.712917,0.244408,"registered",4224,"Mid",25,2012
"1335","2012-08-26",3,1,8,0,0,0,2,0.653333,0.595996,0.845833,0.228858,"registered",3772,"Mid",26,2012
"1336","2012-08-27",3,1,8,0,1,1,1,0.703333,0.654688,0.730417,0.128733,"registered",5928,"High",27,2012
"1337","2012-08-28",3,1,8,0,2,1,1,0.728333,0.66605,0.62,0.190925,"registered",6105,"High",28,2012
"1338","2012-08-29",3,1,8,0,3,1,1,0.685,0.635733,0.552083,0.112562,"registered",6520,"High",29,2012
"1339","2012-08-30",3,1,8,0,4,1,1,0.706667,0.652779,0.590417,0.0771167,"registered",6541,"High",30,2012
"1340","2012-08-31",3,1,8,0,5,1,1,0.764167,0.6894,0.5875,0.168533,"registered",5917,"High",31,2012
"1341","2012-09-01",3,1,9,0,6,0,2,0.753333,0.702654,0.638333,0.113187,"registered",3788,"Mid",1,2012
"1342","2012-09-02",3,1,9,0,0,0,2,0.696667,0.649,0.815,0.0640708,"registered",3197,"Low",2,2012
"1343","2012-09-03",3,1,9,1,1,0,1,0.7075,0.661629,0.790833,0.151121,"registered",4069,"Mid",3,2012
"1344","2012-09-04",3,1,9,0,2,1,1,0.725833,0.686888,0.755,0.236321,"registered",5997,"High",4,2012
"1345","2012-09-05",3,1,9,0,3,1,1,0.736667,0.708983,0.74125,0.187808,"registered",6280,"High",5,2012
"1346","2012-09-06",3,1,9,0,4,1,2,0.696667,0.655329,0.810417,0.142421,"registered",5592,"High",6,2012
"1347","2012-09-07",3,1,9,0,5,1,1,0.703333,0.657204,0.73625,0.171646,"registered",6459,"High",7,2012
"1348","2012-09-08",3,1,9,0,6,0,2,0.659167,0.611121,0.799167,0.281104,"registered",4419,"Mid",8,2012
"1349","2012-09-09",3,1,9,0,0,0,1,0.61,0.578925,0.5475,0.224496,"registered",5657,"High",9,2012
"1350","2012-09-10",3,1,9,0,1,1,1,0.583333,0.565654,0.50375,0.258713,"registered",6407,"High",10,2012
"1351","2012-09-11",3,1,9,0,2,1,1,0.5775,0.554292,0.52,0.0920542,"registered",6697,"High",11,2012
"1352","2012-09-12",3,1,9,0,3,1,1,0.599167,0.570075,0.577083,0.131846,"registered",6820,"High",12,2012
"1353","2012-09-13",3,1,9,0,4,1,1,0.6125,0.579558,0.637083,0.0827208,"registered",6750,"High",13,2012
"1354","2012-09-14",3,1,9,0,5,1,1,0.633333,0.594083,0.6725,0.103863,"registered",6630,"High",14,2012
"1355","2012-09-15",3,1,9,0,6,0,1,0.608333,0.585867,0.501667,0.247521,"registered",5554,"High",15,2012
"1356","2012-09-16",3,1,9,0,0,0,1,0.58,0.563125,0.57,0.0901833,"registered",5167,"Mid",16,2012
"1357","2012-09-17",3,1,9,0,1,1,2,0.580833,0.55305,0.734583,0.151742,"registered",5847,"High",17,2012
"1358","2012-09-18",3,1,9,0,2,1,2,0.623333,0.565067,0.8725,0.357587,"registered",3702,"Low",18,2012
"1359","2012-09-19",3,1,9,0,3,1,1,0.5525,0.540404,0.536667,0.215175,"registered",6803,"High",19,2012
"1360","2012-09-20",3,1,9,0,4,1,1,0.546667,0.532192,0.618333,0.118167,"registered",6781,"High",20,2012
"1361","2012-09-21",3,1,9,0,5,1,1,0.599167,0.571971,0.66875,0.154229,"registered",6917,"High",21,2012
"1362","2012-09-22",3,1,9,0,6,0,1,0.65,0.610488,0.646667,0.283583,"registered",5883,"High",22,2012
"1363","2012-09-23",4,1,9,0,0,0,1,0.529167,0.518933,0.467083,0.223258,"registered",5453,"High",23,2012
"1364","2012-09-24",4,1,9,0,1,1,1,0.514167,0.502513,0.492917,0.142404,"registered",6435,"High",24,2012
"1365","2012-09-25",4,1,9,0,2,1,1,0.55,0.544179,0.57,0.236321,"registered",6693,"High",25,2012
"1366","2012-09-26",4,1,9,0,3,1,1,0.635,0.596613,0.630833,0.2444,"registered",6946,"High",26,2012
"1367","2012-09-27",4,1,9,0,4,1,2,0.65,0.607975,0.690833,0.134342,"registered",6642,"High",27,2012
"1368","2012-09-28",4,1,9,0,5,1,2,0.619167,0.585863,0.69,0.164179,"registered",6370,"High",28,2012
"1369","2012-09-29",4,1,9,0,6,0,1,0.5425,0.530296,0.542917,0.227604,"registered",5966,"High",29,2012
"1370","2012-09-30",4,1,9,0,0,0,1,0.526667,0.517663,0.583333,0.134958,"registered",4874,"Mid",30,2012
"1371","2012-10-01",4,1,10,0,1,1,2,0.520833,0.512,0.649167,0.0908042,"registered",6015,"High",1,2012
"1372","2012-10-02",4,1,10,0,2,1,3,0.590833,0.542333,0.871667,0.104475,"registered",4324,"Mid",2,2012
"1373","2012-10-03",4,1,10,0,3,1,2,0.6575,0.599133,0.79375,0.0665458,"registered",6844,"High",3,2012
